Title	Publisher/Author	F	GRL	Box	#books	minlevel	maxlevel	#ords	keyword
The Fiddle and the Moon	Literacy Tree	F	Yellow	99	4	28	28	250	
The Fierce Little Woman and the Wicked Pirate	Literacy 2000	F	Yellow	78	5	23	24	250	
The Fighting Ground	Harper Trophy	F	Purple		10				
The Figures in the Shadow	Dell	F	Purple	62	5				
The fire on Toytown hill	Rigby PM	F	Green	48	5	9	9		
The First Day of School	Houghton Mifflin	F	Orange	nm1	5				
The First Morning	Literacy 2000	F	Yellow	58	2	23	24	250	
The Fishing Contest	Literacy Tree	F	Green	56	4	10	10	84	
The Flood	Rigby PM Collection	F	Orange	40	1	14	14		
The flower girl	Rigby PM	F	Dark Blue	76	24	3	4	90	
The Flunking of Joshua T. Bates	Scholastic- Shreve	F	Lime	49	3	40	40		
The Flying Fish	Rigby	F	Orange	45	2	14	14		
The Forgotten Princess	Literacy Tree	F	Red	51	1	20	20		
The Fox	Owen Publishers	F	Dark Blue	80	7	4	4	24	
The Fox and the Crow	Sundance Alphakids	F	Green	Tales Bx 1	6	9	9	201	
The Fox and the Crow	Rigby	F	Red	Tales Bx 1	1	17	17		
The fox who foxed	Rigby	F	Orange	30	5	13	13	212	
The Friendship	Scholastic	F	Purple	14	6				
The Fright Before Christmas	Howe	F	Light Blue	40	5				
The Frog Princess	Literacy Tree	F	Orange						
The Frog Princess	Literacy Tree	F	Red	Tales	3	20	22	206	
The Frog Who Thought He Was A Horse	Literacy 2000	F	Yellow	77	4	24	24	250	
The Funnie Mysteries	Disney	F	Light Blue		5				
The Funny Old Man and the Funny Old Woman	Mondo	F	Red	5	1	 16- 18	18		
The Giant Gingerbread Man	Alpha Kids	F	Green	42	7	9	9	248	
The Giant Pumpkin	Wright	F	Orange		2				
The Giant Pumpkin	Wright	F	Yellow	13	2	 21\22	 21\22		
The Giant Seeds	Rigby PM	F	Red	64	15	20	20		
The Giant Seeds	Rigby	F	Red	Tales	2	20	20		
The Giant's Breakfast	Literacy Tree	F	Dark Blue	45	26	2	2	42	
The Giant's Day Out	Rigby	F	Dark Blue	73	8	3	3		
The Gingerbread Man	Harcourt Brace	F	Green	63	1				
The Giver	Lowry	F	Neon Red	19	1	60	70		
The Goats in the Turnip Field	Rigby	F	Orange	49	6	15	15		
The go-carts	Rigby	F	Dark Blue	47	11	2	2	46	
The Gold Cadillac	Scholastic-Taylor	F	Lime	18	18	40	40		
The Golden Dragon	Rigby	F	Red	71	1				
The Golden Goose	Rigby	F	Yellow	108	4	28	30	250	
The Good Master	Puffin	F	Purple	65	3				
The Gooey Chew Contest	Mondo	F	Light Blue	68	14	34	35	1512	
The Goose That Laid The Golden Eggs	Wright Group	F	Orange	with fables	4	10	10		
The Grandma Mix-up	Harper Trophy 	F	Red	70	1	18	20		
The Great Bamboozle	Dominie Press	F 	Neon Red	9	2				
The Great Brain	Dell	F	Purple	6	6				
The Great Brain at the Academy	Dell	F	Purple	51	6				
The Great Brain Does It Again	Dell	F	Purple	51	6				
The Great Brain Reforms	Dell	F	Lime	36	4				
The Great Cheese Conspiracy	Houghton-Mifflin	F	Purple	19	14				
The Great Gilly Hopkins	Trumpet	F	Neon Red	5	7	60	60		
The Great Kapok Tree	HBJ	F	Lime	4	6				
The Great Outdoor Camping Trip	ETA Cuisenaire	F	Light Blue	26	9	34	34		
The Greedy Gray Octopus	Rigby	F	Orange	14	4	12	12		
The Green Book	Harcourt Brace	F	Purple	23	2				
The Green Dragon	Sunshine Books	F	Orange		1				
The Green Dragons	Rigby	F	Red	69	8	20	20	492	
The Growing up up up Book	Troll Associates	F	Green	51	5				
The Growing up up up Book	Troll Associates	F	Orange		5				
The Gumball Shop	Literacy Tree	F	Orange	48	12	15	15		
The Gumby Shop	Shortland Publication	F	Orange	48	5	15	15		
The Hailstorm	Rigby	F	Red	32	8	18	18	386	
The Hair Party	Literacy 2000	F	Red	36	6	18	18		
The Hanukkah Party	Pioneer Valley Press	F	Orange	47	1	15	15	266	
The Hat Came Back	Literacy 2000	F	Red	56	3	20	20	250	
The Hat Came Back	Literacy Tree	F	Yellow	23	1	21	22	250	
The Hat Sale	Literacy 2000	F	Green	55	2				
The Headless Horseman	Random House	F	Yellow	66	1	23	24	250	
The Hermit Crab	Wright Group	F	Orange	7	2				
The Hidden Dagger	Perfection Learning	F	Light Blue	48	26				
The Hoboken Chicken Emergency	Trumpet	F	Lime	47	3				
The Hoboken Chicken Emergency	Trumpet	F	Neon Red	10	4				
The Honey Tree	Literacy Tree	F	Yellow	24	2	21	22	250	
The Hospital Party	Rigby PM	F	Orange	41	4	14	14		
The Hot Shots	Book Treks	F	Neon Red	9	5				
The house in the tree	Rigby PM	F	Green	50	1	10	10	202	
The House of Dies Drear	Hamilton	F	Neon Red	3	5	60	60		
The house on the hill	Rigby PM	F	Green	51	5	10	10		
The House Without a Christmas Tree	Dell	F	Purple	24	2				
The Hundred Dresses	Estes	F	Light Blue	24	12				
The Hungry Chickens	Rigby Literacy Tree	F	Green	31	2	8	8	110	
The hungry kitten	Rigby PM	F	Green	22	19	6	6	95	
The Hut in the Old Tree	Rigby PM	F	Red	18	3	17	17		
The Incredible Journey	Bantam	F	Neon Red	4	6				
The Indian in the Cupboard	Banks	F	Lime	55	2	40	40		
The Inside Story	Dominie Collection	F	Green	39	2	7	8	43	
The Iron Horse	Rigby	F	Dark Blue	37	8	2	2	21	
The Island	Paulsen	F	Lime	25	3				
The Island of Wingo	Rigby Sails	F	Yellow	108	4	28	28		
The Island Picnic	Rigby	F	Orange	45	4	14	14		
The Jayhawk Horse Mystery	Perfection Learning	F	Light Blue	23	5				
The Jersey	Disney	F	Light Blue	17	5				
The Jets and the Rockets	Rigby	F	Red	19	3	18	18		
The Jingle Bells Jam	Giff	F	Red	49	1	18	20		
The Journey Home	Scholastic	F	Purple	55	2				
The Jump Rope	Rigby	F	Orange	45A	8	14	14		
The jungle frogs	Rigby	F	Orange	24	6	12	12		
The Junkyard Dog	Rigby	F	Yellow	87	1	26	26		
The Karate Class Mystery		F	Lime	4	3				
The Kindest Family	Rigby	F	Red	62	9	20	20		
The King's Clocks	Literacy 2000	F	Yellow	125	5	30	30	250	
The King's Pudding	Literacy Tree	F	Orange	33	4	14	14	211	
The Kite that Got Away	Rigby PM	F	Orange	47	14	15	15		
The Lad who went to the North Wind	Book Shop	F	Yellow	Tales	3	18	20	796	
The Last Battle		F	Lime	3	3				
The Last Battle	Scholastic	F	Purple	48	2				
The Last Dinosaur	Sundance	F	Lime	53	2	40	40		
The Last Dinosaur	Sundance	F	Purple	61	3				
The Last of the Mohicans	Random House	F	Yellow	131	9	29	30		
The Laughing Cake	Dominie Collection	F	Orange	nm2	4				
The lazy pig	Rigby PM	F	Dark Blue	70	18	3	3	78	
The leaf boats	Rigby	F	Green	34	6	7	7	132	
The Legend of the Blue Bonnet	Scholastic	F	Light Blue	Tales	1	38	38		
The Library	Carousel readers	F	Dark Blue	61	1	3	3		
The Lincoln Lions Band - The Rootin' Tootin Bugle Boy	Giff	F	Yellow	64	1	23	24		
The lion and the mouse	Rigby	F	Orange	2	4	10	10	222	
The lion and the rabbit	Rigby PM	F	Green	40	1	9	9		
The Lion, the Witch, and the Wardrobe	Scholastic	F	Purple	7	4				
The Lions and the Water Buffaloes	Rigby	F	Red	4	4	16	16		
The Little Blue Horse	Rigby	F	Orange	49	7	15	15		
The Little Engine	Literacy Tree	F	Orange	nm4	2				
The Little Engine	Literacy Tree	F	Red	    	2				
The Little Fire Engine	Rigby	F	Orange	48	2	15	15		
The Little Garden Snail	Rigby	F	Orange		1				
The Little Girl and Her Beetle	Literacy Tree	F	Red	3	4	16	16		
The Little Prince	Trumpet	F	Neon Red	11	15	60	60		
The little red bus	Rigby PM	F	Orange	39	4	14	14	222	
The Little Red Hen	Wright Group	F	Orange	37	2	2	2		
The Little Red Hen	Literacy Tree	F	Orange		10				
The Little Red Hen	Sundance	F	Orange						
The Little Red Spider	Literacy Tree	F	Red	67	4	20	20	250	
The little snowman	Rigby PM	F	Dark Blue	65	14	3	3	59	
The Little Spider	Literacy Tree	F	Red	70	4	20	20		
The Little White Hen	Rigby	F	Green	39A	3	8	8		
The Little Work Plane	Rigby	F	Orange	47	5	15	15		
The Littles	Scholastic	F	Yellow	118	7	28	28		
The Littles and the Lost Children	Scholastic	F	Light Blue	31	7				
The Littles Go Exploring	Scholastic	F	Light Blue	31	6				
The Littles Go to School	Scholastic	F	Light Blue	31	7				
The Littles Go to School	Scholastic	F	Light Blue	31	5				
The Littles to the Rescue	Scholastic	F	Light Blue	31	5				
The Lizard Lost His Colors	Rigby	F	Orange		3				
The Lonely Giant	Literacy 2000	F	Red	56	4	20	20	250	
The Lost Keys	Rigby	F	Orange	17	2	12	12		
The Lucky Feather	Rigby	F	Yellow	59	2	23	24		
The Machine	Literacy Tree	F	Dark Blue	24	19	2	2	30	
The Magic Fish	Scholastic	F	Yellow	6	3	18	20	250	
The Magician	Literacy 2000	F	Lime	37	5	40	40	250	
The Magician's Lunch	JellyBeans	F	Orange	48	1	15	15		
The Magician's Nephew	Macmillian	F	Purple	7	1				
The Mail came today	Carousel Readers	F	Dark Blue	80	6	4	4		
The Manners of a Pig	Mondo	F	Red	3	5	16	16		
The Marble Patch	Rigby PM	F	Red	55	5	20	20	461	
The Matchbox	Rigby	F	Purple	50	3				
The merry-go-round	Rigby PM	F	Dark Blue	74	26	3	3	84	
The Merry-Go-Round	Ready Readers	F	Green	2	5	5	5	45	
The Mice Have a Meeting	Rigby	F	Red	4	3	16	16		
The Midnight Pig	Literacy Tree	F	Light Blue	36	14	38	38	250	
The Missing Grator of Gumbo Limbo	Harper Trophy	F	Lime	9	6				
The Missing Mitten Mystery	Scholastic	F	Red	7	6	16	16		
The Missing Trumpet Blues	Book Treks	F	Neon Red	14	6				
The Mockingbird	Houghton Mifflin	F	Orange	nm2	5				
The Model	Rigby	F	Dark Blue	37	8	2	2		
The Moffats	Dell	F	Purple	17	4				
The Monster in Room 202	Troll Associates	F	Yellow	13	3	21	24		
The Monster of Mirror Mountain	Literacy 2000	F	Red	65	3	20	20	250	
The Monument	Dell	F	Purple	57	2				
The Moon and the Mirror	Literacy 2000	F	Yellow	23	8	21	22	250	
The Moon Bridge	Scholastic	F	Purple	54	1				
The Most Unusual Pet	ETA Cuisenaire	F	Red	61	8	20	20		
The Mountain Bike Challenge	Orbit	F	Lime	44	24				
The Mouse and the Motorcycle	Cleary	F	Light Blue	72	12	38	38		
The Museum Chase	Book Treks	F	Purple	23	6	50	50		
The Mystery of Apartment A-13	Perfection Learning	F	Yellow	39	3	23	23		
The Mystery of Ben Franklin's Ghost	Perfection Learning	F	Yellow	32	12	23	23		
The Mystery of Gross Gift	Perfection Learning	F	Yellow	38	4	23	23		
The Mystery of I Love Elvis	Perfection Learning	F	Yellow	34	14	23	23		
The Mystery of Last Laugh	Perfection Learning	F	Yellow	43	5	23	23		
The Mystery of Mr. Dodge	Perfection Learning	F	Yellow	31	11	23	23		
The Mystery of the Big Paw Print	Perfection Learning	F	Yellow	30	20	23	23		
The Mystery of the Blue Ring	Giff	F	Yellow	65	1	23	24	250	
The Mystery of the Cupboard	Banks	F	Lime	55	4	40	40		
The Mystery of the Flying Mummy	Perfection Learning	F	Yellow	37	6	23	23		
The Mystery of the Hidden Letter		F	Light Blue	28	5				
The Mystery of the Icky Icon	Perfection Learning	F	Yellow	41	2	23	23		
The Mystery of the Missing Dog	Scholastic	F	Yellow	69	4	23	24		
The Mystery of the Missing Garden Gnome	ETA Cuisenaire Book Blazers	F	Lime	21	5	40	40		
The Mystery of the Missing Heart	Perfection Learning	F	Yellow	30	4	23	23		
The Mystery of the Old Knife	Perfection Learning	F	Yellow	33	9	23	23		
The Mystery of the PB & Jam	Perfection Learning	F	Yellow	42	3	23	23		
The Mystery of the Reserved Rubies	Book Treks	F	Purple	13	6				
The Mystery of the Silver Spoons	ETA Cuisenaire Book Blazers	F	Lime	24	10	44	50		
The Mystery of the Talking Tail	Sundance	F	Yellow	1	13	18	20		
The Mystery of the Too Crisp Cash	Perfection Learning	F	Yellow	35	16	23	23		
The Naughty Ann	Rigby	F	Orange	23	3	12	12	159	
The nest on the beach	Rigby PM	F	Orange	41	5	14	14		
The Never-Told Story	Literacy Tree	F	Orange	42	8	14	14	137	
The new baby	Rigby PM	F	Green	21	22	6	6	133	
The New Baby Calf	Scholastic	F	Red	22	1	13	14		
The Night Out	Rigby 	F	Red	58	3	20	20		
The Night Sky	Scholastic	F	Orange	12	5	12	12	226	
The nine days of camping	Twig Books	F	Green	38	5	8	8		
The Nine Days of Camping	Wright Group	F	Orange		5				
The Old Man's Mitten	Book Shop	F	Red	1	1	16	16		
The Old Woman who lived in a Vinegar Bottle	BookShelf	F	Yellow	tales	4	28	30	1161	
The One in the Middle Is the Green Kangaroo	Blume	F	Yellow	123	10	28	30		
The Package	Kaeden Group	F	Green	32	6	7	7	35	
The Paper Crane	Bang, Molly	F	Yellow	44	1	23	24		
The Parade	Rigby PM plus	F	Dark Blue	35	14	2	2		
The Pencil	Rigby	F	Dark Blue	31	41	2	2	97	
The pencil	Rigby PM	F	Light Blue	24					
The Perilous Road	Scholastic	F	Purple	17	3				
The Person from Planet X	Sunshine Books	F	Orange	40	4	3	3		
The Person from Planet X	Sunshine Books	F	Orange						
The Person from Planet X	Sunshine	F	Yellow	69	1	23	24		
The Pesky Paua	Wright Group	F	Orange	29	4	13	13		
The Pet Parade	Literacy Tree	F	Dark Blue	76	8	3	3	33	
The Phantom Toll Booth	Juster	F	Neon Red	26	2	60	60		
The photo book	Rigby PM	F	Dark Blue	55	14	3	3	76	
The Picnic	Dominie Press	F	Dark Blue	78a	3	3	4	48	
The picnic boat	Rigby PM	F	Orange	24	1	12	12		
The Pie	Pioneer Valley Press	F	Green	18	2	6	6	117	
The Pigpen Party	Literacy Tree	F	Orange		9				
The Pinballs	Scholastic	F	Purple	53	9				
The Pirate and the Parrot	Rigby	F	Green	14	18	5	6	85	
The Pizza Monster	Sharmat	F	Yellow	99	1	28	28		
The Plane Ride	Sundance	F	Green	63	6	9	10	68	
The Play	Rigby	F	Dark Blue	1	14	1	1	52	
The Powder Puff Puzzle #4	Giff	F	Yellow	104	6	28	28		
The Present from Aunt Skidoo	Literacy Tree	F	Yellow	99	4	28	30	250	
The Printing Machine	Literacy 2000	F	Orange	14	2	12	12	102	
The Private and the Parrot	Rigby	F	Orange		16				
The Pumpkin House	Literacy Tree	F	Red	27	1	18	18	250	
The Pumpkin Patch	Sprouts	F	Green		7				
The Puppet Show	Literacy Tree	F	Green	15	35	6	6	25	
The Pushcart War	Dell	F	Neon Red	28	9				
The Puzzle	Rigby Smart Start	F	Dark Blue	40	7	2	2	32	
The Queen's Parrot	Literacy Tree	F	Red	36	13	18	18	250	
The Race	Windmill Books	F	Dark Blue	39	5	2	2	54	
The Race to Green End	Rigby	F	Red	21	3	18	18	506	
The Rain and the Sun	Wright Group	F	Green	24	8	7	8	45	
The Real Thief	Houghton-Mifflin	F	Purple	18	1				
The Red Shoes	Rigby	F	Red	58	4	20	20		
The Relatives Came	Scholastic	F	Yellow	29	1	24	24		
The Renaissance Kids	Book Treks	F	Neon Red	13	6				
The Rescue	Rigby	F	Orange	35	2	14	14	155	
The Rescue	Electronic Education	F	Orange						
The Return of the Great Brain	Dell	F	Purple	51	5				
The Return of the Indian	Banks	F	Lime	46	8				
The Riddle of the Red Purse	Giff	F	Yellow	65	5	23	24	250	
The Right Place for Jupiter	Rigby PM	F	Light Blue	74	8	24	24	914	
The Right Place for Jupiter	Rigby	F	Yellow	70	1	24	24		
The Road to Memphis	Trumpet	F	Neon Red	18	3	60	60		
The Robber	Rigby	F	Dark Blue	37	8	2	2	25	
The Robot	Rigby Smart Start	F	Dark Blue	7	5	1	1	18	
The rock pools	Rigby PM	F	Dark Blue	25	55	2	2	49	
The Rocket Ship	Rigby PM	F	Orange	50	2	15	16	313	
The Rough-Face Girl	Scholastic	F	Lime	4	3	40	40		
The Royal Family	Seedling Pub	F	Dark Blue	8	6	1	2	17	
The Running Shoes	Rigby	F	Red	57	8	20	20		
The Sandwich Hero	Literacy Tree	F	Yellow	76	2	24	24	250+	
The Scarecrow	Literacy Tree	F	Dark Blue	51	24	2	3	31	
The Scarecrow	Sundance	F	Green	3	9	5	5	97	
The School Fair	Rigby	F	Red	43	5	18	18		
The Seat Belt Song	Rigby	F	Red	21	1	18	18	505	
The Secret	Rigby	F	Yellow	80	6	25	25		
The Secret Cave	Rigby	F	Red	11	2	16	16		
The Secret Message	Literacy Tree	F	Green		2	7	8	68	
The Secret of Nimh	Scholastic	F	Purple	33	5				
The Secret of Phantom Lake		F	Lime	3	6				
The Secret of the Indian	Banks	F	Neon Red	33	1	61	61		
The Secret Room	Perfection Learning	F	Purple	44	12				
The Secret Soldier	Perfection Learning	F	Light Blue	38	2	38	38		
The Selfish Giant	Literacy 2000	F	Yellow	66	3	23	24	250	
The Seven Stones and Sligo	Rigby	F	Yellow	94	22	27	27		
The Seventh Princess	Scholastic	F	Purple	23	4				
The Shadow of Navajo Boy	Perfection Learning	F	Lime	28	8				
The Shawl	Book Blazers	F	Lime	48	10				
The shopping mall	Rigby PM	F	Dark Blue	27	9	2	2	44	
The Siege	Book Blazers	F	Lime	48	10				
The Sign of the Beaver	Speare	F	Lime		4	44	44		
The Sign of the Beaver	Dell	F	Purple	67	13				
The Sign of the Chrysanthemum	Harper Trophy -Paterson	F	Lime	66	1	44	44		
The Silver Chair	Collier	F	Neon Red	21	1				
The Skating Trail	Rigby PM	F	Red	63	6	20	20	399	
The Skeleton on the Bus	Literacy 2000	F	Red	30	6	18	18	250	
The skier	Rigby	F	Dark Blue	22	10	2	2	42	
The Skyscraper	sundance	F	Yellow	13	4	21	22	252	
The Small Potatoes' Busy Beach Day 	Dell Young Yearling		Yellow	68	4	23	24		
The Smallest Horses	Rigby	F	Red	13	1	17	17		
The Smallest Tree	Literacy Tree	F	Red	56	1	20	20	250	
The Snowy Day	Scholastic	F	Red	38	2	18	20		
The Spider and The King	Literacy Tree	F	Yellow	67	4	23	24	250	
The Spray-Paint Mystery	Scholastic 	F	Light Blue	49	6				
The Storm	Literacy Tree	F	Green	29	2	8	8	33	
The Story of Hungbu and Nolbu	Book Shop	F	Yellow	29	8			802	
The Story of Ping	Scholastic	F	Yellow	125	2	28	28		
The Story of William Tell	Rigby PM Collection	F	Light Blue	70	8	34	34	1012	
The Story of William Tell	Rigby	F	Yellow	75	3	24	24		
The Stowaway	Scholastic	F	Purple	52	5				
The Straight Line Wonder	Mondo	F	Red	11	14	16	16	464	
The Stranger's Gift	Literacy 2000	F	Red	65	4	20	20	250	
The Summer of the Swans	Puffin	F	Purple	32	2				
The Sunday Horse	Literacy Tree	F	Light Blue	10	27	34	34	250	
The Surf Carnival	Rigby	F	Red	48	6	20	20	434	
The Surprise Inside	Houghton Mifflin	F	Dark Blue	11	6	1	1	14	
The Surprise Party	Literacy Tree	F	Dark Blue	39	11	2	2	85	
The Survivors	Book Blazers	F	Lime	59	1	44	50		
The Swan family	Rigby PM Collection	F	Green	60	5	10	10		
The Tale of Peter Rabbit	Scholastic	F	Yellow	44	2	23	24	250	
The Talent Contest	Rigby	F	Yellow	70	1	24	24		
The Tales of Veruschka Babuschka	Literacy 2000	F	Yellow	129	3	28	30	250	
The Terrible Truth	Dell	F	Neon Red	10	6				
The Terrible Wave	Houghton-Mifflin	F	Lime	27	4				
The Terrible Wave	Dahlstedt	F	Light Blue	22	4				
The Three Billy Goats Gruff	Rigby	F	Red	Tales	1	16	16		
The Three Blind Mice Mystery	Yearling	F	Yellow	125	1	28	28		
The Three Friends and the Leaves	Scholastic	F	Green	2	38	2	2		
The Three Friends and the Pumpkins	Scholastic	F	Green	2	33	2	2		
The Three Little Pigs	Gage	F	Orange	tales	1				
The Three Little Pigs	Literacy 2000	F	Red	1	2	16	16		
The Three Magicians	Literacy Tree	F	Yellow	6	7	20	20	250	
The Three Musketeers	Dumas	F	Yellow	130	6	28	30		
The Three Sillies	Literacy Tree	F	Yellow	66	11	23	24	250	
The Tickle Bugs	Rigby	F	Red	25	2	18	20	250	
The Tiger, The Brahman, & The Jackal	ETA Cuisenaire	F	Light Blue	27	12	34	34		
The Tiny Pet	Houghton Mifflin	F	Orange		6				
The Toy Box	Rigby PM Plus	F	Dark Blue	26	6	2	2	49	
The Toytown fire engine	Rigby PM	F	Green	24	9	6	6	105	
The Toytown race car	Rigby PM	F	Orange	5	1	11	11		
The Train Ride	Literacy Tree	F	Dark Blue	52	31	3	3	29	
The Treasure Hunt	Literacy Tree	F	Dark Blue	24	11	2	2	27	
The Trolley to Yesterday	Bellairs	F	Lime	19	5	44	44		
The Trouble with Buster	Scholastic	F	Light Blue	34	2				
The Trouble with Herbert	Mondo	F	Red	22	5	18	20		
The Trouble with Herbert	Mondo	F	Yellow	70	6	24	24		
The Trouble with Oatmeal	Rigby	F	Yellow	86	10	26	26		
The Truck Parade	Rigby	F	Red	57	10	20	20		
The True Confessions of Charlottle Doyle	Avon	F	Neon Red	18	3				
The T-Shirt Triplets	Rigby	F	Red	43	3	19	19		
The Twiddle Twins' Haunted House	Mondo	F	Yellow	100	13	28	28		
The Two Little Mice	Literacy Tree	F	Red	1	4	16	16	103	
The Ugly Duckling	Literacy 2000 Rigby	F	Red	Tales	1				
The Very Thin Cat of Alloway Road	Literacy 2000	F	Yellow	76	4	24	24		
The View from Saturday	Konigsburg	F	Lime	66	2	44	44		
The Voyage of Dawn Treader	Scholastic	F	Purple	7	7				
The Wagon Ride	Dominie Collection	F	Green	40	6	7	8	115	
The Walkathon	Rigby	F	Yellow	77	1	24	24		
The Wanderer	Scholastic	F	Purple	35	5				
The War Shirt	Rigby	F	Yellow	29	5	21	22		
The War with Grandpa	Dell	F	Lime	34	5				  
The Waving Sheep	Rigby PM	F	Orange	35	4	14	14	250	
The way I go to school	Rigby	F	Dark Blue	43	11	2	2	53	
The Wedding	Literacy 2000	F	Green	46	2	9	10	50	
The Well	Scholastic - Taylor	F	Purple	36	7	50	50		
The Westing Game	Puffin	F	Neon Red	32	8				
The Wheelbarrow Garden	Rigby	F	Orange	34	5	14	14		
The Whipping Boy	Fleischman	F	Lime	28	8	40	40		
The Whipping Boy	Fleishman	F	Lime	61	3	40	40		
The White Horse	Literacy 2000	F	Red	55	3	20	20	250	
The Wide Mouthed Frog	Rigby Literacy Tree	F	Green	19	31	6	6	121	
The Wind and the Sun	Rigby	F	Orange	13	6	12	12	250	
The Windmill	ETA Cuisenaire Book Blazers	F	Lime	21	2	44	50		
The Winter Hero	Scholastic	F	Neon Red	1	1				
The Winter Hero	Collier	F	Neon Red		1	60	70		
The Winter Room	Dell	F	Purple	19	1				
The Winter Worm Business	Dell	F	Purple	63	2				
The Wish Fish	Literacy Tree	F	Lime	Tales	4	38	38	250	
The Witch of Blackbird Pond	Dell	F	Purple	59	2				
The Witches of Worm	Dell	F	Purple	57	2				
The Wobbly Tooth	Literacy Tree	F	Green	12	31	5	6	102	
The Wolf and the Seven Little Kids	Rigby Literacy Tree	F	Orange	tales	29	13	14	225	
The Wonderful Flight to the Mushroom Planet	Trumpet	F	Lime	47	3				
The Work Helicopter	Rigby	F	Red	3	7	16	16	325	
The Wrecker	Scholastic	F	Neon Red	13	1				
The Wrong way-around World	Literacy Tree	F	Orange	48	4	15	15		
The Yearling	Trumpet	F	Neon Red	2	9				
The Youngest Giraffe	Rigby	F	Red	4	1	16	16		
The Yukadoos	Rigby	F	Orange	48	4	15	15		
The Zoo	Carousel readers	F	Dark Blue	80	1	4	4		
There's a Bat In Bunk Five	Dell	F	Purple	27	4				
There's a Boy in the Girls' Bathroom	Sachar	F	Lime	19	6	40	40		
There's a Ship Outside My Window	Rigby	F	Yellow	94	14	27	27		
There's Nobody Quite Like Me	Houghton Mifflin	F	Orange	nm2	3				
Things I do with My Friends	Sundance	F	Dark Blue	17	1	1	1	35	
Third Grade Trouble	Scholastic	F	Yellow	118	5	28	30		
Thirteen Moons on Turtle's Back	Trumpet	F	Purple	17	6				
Three Cheers for Planet Earth	Book Treks	F	Lime	50	2				
Three Little Pigs	Books for Budding Readers	F	Orange						
Three Little Pigs and one Big Pig	MCP	F	Green	34	1	7	8	123	
Tiger	Harcourt Brace	F	Orange		1				
Tiger Eyes	Blume	F	Neon Red	24	12	60	60		
Tiger runs away	Rigby	F	Green	50	1	10	10	213	
Tiger, Tiger	Rigby	F	Dark Blue	71	20	3	3	55	
Tikki Tikki Tembo	Scholastic	F	Yellow	69	3	24	24		
Time for a Family	Rigby Collection	F	Orange	1	1				
Time for Bear	Rigby	F	Dark Blue	79	2	3	4	28	
Time for Bed	Rigby Smart Start	F	Dark Blue	79	3	3	4	28	
Time for dinner	Rigby Smart Start	F	Dark Blue	6	7	1	1	15	
Time for dinner	Rigby PM Collection	F	Dark Blue	47	12	2	2	38	
Time Travelers	Rigby	F	Light Blue						
Timmy	Literacy 2000	F	Green	19	26	6	6	54	
Tim's favorite toy	Rigby	F	Green	53	3	10	10	202	
Tim's Paintings	Rigby	F	Dark Blue	54	6	3	3	32	
Tiny and the big wave	Rigby	F	Green	35	25	8	8		
Tiny Bird	Invitation to Literacy HM	F	Red	35	6	18	20		
Tittle-Tattle Goose	Wright Group	F	Orange	12	4	11	12		
To Rainbow Valley	Perfection Learning	F	Lime		1	40	40		
To Rainbow Valley	Perfection Learning	F	Light Blue	44	7				
To the Other Side	Rigby PM	F	Light Blue	66	10	30	34		
Toby and B.J.	Rigby	F	Red	16	1	16	17	303	
Toby and the Accident	Rigby	F	Red	35	14	18	18	329	
Toby and the Big Red Van	Rigby PM	F	Red	5	5	16	16	250	
Toby at Stony Bay	Rigby	F	Red	63	2	20	20	494	
Tom is brave	Rigby PM	F	Dark Blue	85	26	4	4	57	
Tomatoes and bricks	Windmill Books	F	Green	P4	6				
Tommy's Treasure	Literacy 2000	F	Red	5	2	16	17	250	
Tommy's Tummy Ache	Literacy Tree	F	Dark Blue	51	8	3	3	20	
Tom's ride	Rigby	F	Orange	3	1	11	11		
Tony and the Butterfly	Literacy 2000	F	Red	65	5	20	20	250	
Too Many Clothes	Literacy Tree	F	Dark Blue	68	14	3	3	31	
Too Much	Dominie Press	F	Dark Blue	22	2	2	2	27	
Too Much  	Dominie Press	F	Dark Blue	34	4	2	2	27	
Too Much Noise	Literacy Tree	F	Orange	31	15	14	14		
Toot, Toot	Oxford	F	Dark Blue	98	1	6	6		
Top Secret	Bantam	F	Light Blue	27	3				
Toys	Dominie	F	Orange	45	1				
Toys	Dominie Collection	F	Orange		4				
Tracker	Paulsen	F	Lime	17	5	44	44		
Traffic Jam	Sundance	F	Green	28	13	6	6	81	
Traffic Jam	Kaeden Group	F	Green	2	3	7	8	133	
Trail of Tears	Scholastic	F	Light Blue						
Treasure Hunt	Rigby	F	Dark Blue	7	9	1	1	14	
Treasure Hunting	Literacy Tree	F	Yellow	99	4	28	28	250	
Trees Belong to Everyone	Literacy Tree	F	Yellow	58	4	23	24	250	
Tricking the Tiger	Rigby PM	F	Red	12	1	17	17		
Triplet Trouble and the Pizza Party	Scholastic	F	Yellow	65	6	23	24	250	
Triplet Trouble and the Red Heart Race	Scholastic	F	Yellow	65	1	23	24	250	
Trouble River	Byars	F	Lime	8	1	40	40		
Trout Summer	Scholastic	F	Purple	48	2				
Trucks	Literacy Tree	F	Dark Blue	10	5	2	3	38	
Try again, Hannah	Rigby PM	F	Orange	23	2	12	12	228	
Tuck Everlasting	Babbit	F	Lime	65	10	44	44		
Tuck Triumphant	Avon	F	Purple	31	6				
Turtle Flies South	Literacy 2000	F	Red	63	2	20	20	250	
Twins	Perfection Learning	F	Light Blue	19	8				
